Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Returned refugees,Total Population
1999,Netherlands,Various/Unknown,4725,0,4725
1999,Netherlands,Yemen,56,0,56
1999,Netherlands,South Africa,25,0,25
1999,Netherlands,Zambia,1,0,1
1999,Norway,Afghanistan,559,0,559
1999,Norway,Angola,11,0,11
1999,Norway,Albania,8,0,8
1999,Norway,Armenia,15,0,15
1999,Norway,Azerbaijan,23,0,23
1999,Norway,Burundi,60,0,60
1999,Norway,Bangladesh,27,0,27
1999,Norway,Bulgaria,10,0,10
1999,Norway,Bahrain,6,0,6
1999,Norway,Bosnia and Herzegovina,14268,95,14363
1999,Norway,Bolivia (Plurinational State of),4,0,4
1999,Norway,Bhutan,4,0,4
1999,Norway,Chile,83,0,83
1999,Norway,China,55,0,55
1999,Norway,Côte d'Ivoire,8,0,8
1999,Norway,Cameroon,9,0,9
1999,Norway,Dem. Rep. of the Congo,131,0,131
1999,Norway,Congo,20,0,20
1999,Norway,Colombia,94,0,94
1999,Norway,Cuba,11,0,11
1999,Norway,Djibouti,1,0,1
1999,Norway,Algeria,69,0,69
1999,Norway,Ecuador,5,0,5
1999,Norway,Egypt,13,0,13
1999,Norway,Eritrea,67,0,67
1999,Norway,Estonia,3,0,3
1999,Norway,Ethiopia,722,0,722
1999,Norway,Ghana,29,0,29
1999,Norway,Gambia,8,0,8
1999,Norway,Croatia,1098,0,1098
1999,Norway,Indonesia,62,0,62
1999,Norway,India,17,0,17
1999,Norway,Iran (Islamic Rep. of),3819,0,3819
1999,Norway,Iraq,4777,0,4777
1999,Norway,Jordan,14,0,14
1999,Norway,Kenya,94,0,94
1999,Norway,Cambodia,48,0,48
1999,Norway,Kuwait,6,0,6
1999,Norway,Lao People's Dem. Rep.,9,0,9
1999,Norway,Lebanon,234,0,234
1999,Norway,Liberia,5,0,5
1999,Norway,Libya,19,0,19
1999,Norway,Sri Lanka,2296,0,2296
1999,Norway,Morocco,8,0,8
1999,Norway,Rep. of Moldova,4,0,4
1999,Norway,The former Yugoslav Republic of Macedonia,35,0,35
1999,Norway,Myanmar,17,0,17
1999,Norway,Mozambique,2,0,2
1999,Norway,Mauritania,5,0,5
1999,Norway,Mauritius,1,0,1
1999,Norway,Niger,1,0,1
1999,Norway,Nigeria,11,0,11
1999,Norway,Nicaragua,2,0,2
1999,Norway,Nepal,1,0,1
1999,Norway,Pakistan,65,0,65
1999,Norway,Peru,71,0,71
1999,Norway,Philippines,2,0,2
1999,Norway,Poland,19,0,19
1999,Norway,Dem. People's Rep. of Korea,3,0,3
1999,Norway,Romania,16,0,16
1999,Norway,Russian Federation,44,0,44
1999,Norway,Rwanda,196,0,196
1999,Norway,Saudi Arabia,3,0,3
1999,Norway,Sudan,226,0,226
1999,Norway,Sierra Leone,64,0,64
1999,Norway,El Salvador,33,0,33
1999,Norway,Somalia,3604,0,3604
1999,Norway,Serbia and Kosovo (S/RES/1244 (1999)),5985,3660,9645
1999,Norway,Syrian Arab Rep.,120,0,120
1999,Norway,Chad,3,0,3
1999,Norway,Togo,22,0,22
1999,Norway,Thailand,5,0,5
1999,Norway,Tajikistan,5,0,5
1999,Norway,Turkmenistan,8,0,8
1999,Norway,Tunisia,39,0,39
1999,Norway,Turkey,100,0,100
1999,Norway,United Rep. of Tanzania,5,0,5
1999,Norway,Uganda,102,0,102
1999,Norway,Ukraine,6,0,6
1999,Norway,Uzbekistan,21,0,21
1999,Norway,Viet Nam,1402,0,1402
1999,Norway,Stateless,1762,0,1762
1999,Norway,Various/Unknown,592,0,592
1999,Norway,Yemen,9,0,9
1999,Nepal,Afghanistan,3,0,3
1999,Nepal,Bhutan,107571,0,107571
1999,Nepal,China,7,0,7
1999,Nepal,Iran (Islamic Rep. of),1,0,1
1999,Nepal,Iraq,7,0,7
1999,Nepal,Sri Lanka,3,0,3
1999,Nepal,Myanmar,1,0,1
1999,Nepal,Tibetan,20347,0,20347
1999,New Zealand,Afghanistan,142,0,142
1999,New Zealand,Burundi,30,0,30
1999,New Zealand,Bangladesh,4,0,4
1999,New Zealand,Bosnia and Herzegovina,32,0,32
1999,New Zealand,China,15,0,15
1999,New Zealand,Dem. Rep. of the Congo,1,0,1
1999,New Zealand,Czech Rep.,5,0,5
1999,New Zealand,Eritrea,51,0,51
1999,New Zealand,Ethiopia,544,0,544
1999,New Zealand,Ghana,4,0,4
1999,New Zealand,India,18,0,18
1999,New Zealand,Iran (Islamic Rep. of),228,0,228
1999,New Zealand,Iraq,1130,0,1130
1999,New Zealand,Cambodia,5,0,5
1999,New Zealand,Kuwait,11,0,11
1999,New Zealand,Lao People's Dem. Rep.,67,0,67
1999,New Zealand,Liberia,5,0,5
1999,New Zealand,Libya,7,0,7
1999,New Zealand,Sri Lanka,156,0,156
1999,New Zealand,Myanmar,3,0,3
1999,New Zealand,Nigeria,2,0,2
1999,New Zealand,Pakistan,1,0,1
1999,New Zealand,Palestinian,6,0,6
1999,New Zealand,Russian Federation,5,0,5
1999,New Zealand,Rwanda,20,0,20
1999,New Zealand,Saudi Arabia,9,0,9
1999,New Zealand,Sudan,58,0,58
1999,New Zealand,Somalia,677,0,677
1999,New Zealand,Serbia and Kosovo (S/RES/1244 (1999)),388,15,403
1999,New Zealand,Syrian Arab Rep.,17,0,17
1999,New Zealand,Tunisia,6,0,6
1999,New Zealand,Turkey,4,0,4
1999,New Zealand,Uganda,1,0,1
1999,New Zealand,Viet Nam,550,0,550
1999,New Zealand,Stateless,3,0,3
1999,New Zealand,Various/Unknown,594,0,594
1999,New Zealand,Yemen,1,0,1
1999,Pakistan,Afghanistan,1200000,91834,1291834
1999,Pakistan,Bahrain,1,0,1
1999,Pakistan,Algeria,41,0,41
1999,Pakistan,Ethiopia,3,0,3
1999,Pakistan,Ghana,1,0,1
1999,Pakistan,India,3,0,3
1999,Pakistan,Iran (Islamic Rep. of),461,0,461
1999,Pakistan,Iraq,549,0,549
1999,Pakistan,Sri Lanka,5,0,5
1999,Pakistan,Myanmar,12,0,12
1999,Pakistan,Palestinian,43,0,43
1999,Pakistan,Rwanda,4,0,4
1999,Pakistan,Somalia,879,0,879
1999,Pakistan,Serbia and Kosovo (S/RES/1244 (1999)),2,0,2
1999,Pakistan,Turkey,5,0,5
1999,Pakistan,Uganda,1,0,1
1999,Pakistan,Stateless,5,0,5
1999,Panama,Argentina,1,0,1
1999,Panama,Bosnia and Herzegovina,2,0,2
1999,Panama,Chile,2,0,2
1999,Panama,Cameroon,4,0,4
1999,Panama,Colombia,733,39,772
1999,Panama,Cuba,66,0,66
1999,Panama,Ethiopia,1,0,1
1999,Panama,Guatemala,1,0,1
1999,Panama,Honduras,1,0,1
1999,Panama,Croatia,2,0,2
1999,Panama,Haiti,6,0,6
1999,Panama,Iran (Islamic Rep. of),2,0,2
1999,Panama,Liberia,6,0,6
1999,Panama,Rep. of Moldova,1,0,1
1999,Panama,Nigeria,10,0,10
1999,Panama,Nicaragua,210,0,210
1999,Panama,Peru,12,0,12
1999,Panama,Romania,3,0,3
1999,Panama,Russian Federation,4,0,4
1999,Panama,El Salvador,242,1,243
1999,Panama,Chad,4,0,4
1999,Panama,Ukraine,5,0,5
1999,Panama,Viet Nam,3,0,3
1999,Peru,Albania,1,0,1
1999,Peru,Armenia,1,0,1
1999,Peru,Bulgaria,9,0,9
1999,Peru,Bosnia and Herzegovina,6,0,6
1999,Peru,China,1,0,1
1999,Peru,Colombia,4,0,4
1999,Peru,Cuba,440,0,440
1999,Peru,Czech Rep.,3,0,3
1999,Peru,Georgia,1,0,1
1999,Peru,Hungary,12,0,12
1999,Peru,Iran (Islamic Rep. of),69,0,69
1999,Peru,Iraq,4,0,4
1999,Peru,Lithuania,1,0,1
1999,Peru,Poland,4,0,4
1999,Peru,Romania,1,0,1
1999,Peru,Russian Federation,16,0,16
1999,Peru,Serbia and Kosovo (S/RES/1244 (1999)),123,0,123
1999,Peru,Syrian Arab Rep.,3,0,3
1999,Peru,Ukraine,1,0,1
1999,Peru,Viet Nam,2,0,2
1999,Philippines,Afghanistan,6,0,6
1999,Philippines,China,1,0,1
1999,Philippines,Dem. Rep. of the Congo,6,0,6
1999,Philippines,Ethiopia,5,0,5
1999,Philippines,Iran (Islamic Rep. of),28,0,28
1999,Philippines,Iraq,25,0,25
1999,Philippines,Liberia,1,0,1
1999,Philippines,Sri Lanka,28,0,28
1999,Philippines,Nigeria,1,0,1
1999,Philippines,Palestinian,18,0,18
1999,Philippines,Rwanda,28,0,28
1999,Philippines,Somalia,17,1,18
1999,Philippines,Viet Nam,4,14,18
1999,Philippines,Stateless,2,0,2
1999,Papua New Guinea,Indonesia,6664,0,6664
1999,Papua New Guinea,Palestinian,1,0,1
1999,Papua New Guinea,Somalia,1,0,1
1999,Poland,Afghanistan,51,0,51
1999,Poland,Armenia,8,0,8
1999,Poland,Azerbaijan,1,0,1
1999,Poland,Bosnia and Herzegovina,387,0,387
1999,Poland,Belarus,12,0,12
1999,Poland,Bhutan,4,0,4
1999,Poland,Cameroon,8,0,8
1999,Poland,Congo,5,0,5
1999,Poland,Cuba,2,0,2
1999,Poland,Algeria,7,0,7
1999,Poland,Ethiopia,18,0,18
1999,Poland,Georgia,7,0,7
1999,Poland,Guinea,1,0,1
1999,Poland,Iran (Islamic Rep. of),16,0,16
1999,Poland,Iraq,37,0,37
1999,Poland,Kenya,1,0,1
1999,Poland,Lao People's Dem. Rep.,9,0,9
1999,Poland,Lebanon,16,0,16
1999,Poland,Liberia,7,0,7
1999,Poland,Libya,1,0,1
1999,Poland,Sri Lanka,65,0,65
1999,Poland,Rep. of Moldova,1,0,1
1999,Poland,Myanmar,1,0,1
1999,Poland,Pakistan,6,0,6
1999,Poland,Romania,9,0,9
1999,Poland,Russian Federation,11,0,11
1999,Poland,Rwanda,13,0,13
1999,Poland,Sudan,22,0,22
1999,Poland,Somalia,166,0,166
1999,Poland,Serbia and Kosovo (S/RES/1244 (1999)),14,748,762
1999,Poland,Syrian Arab Rep.,14,0,14
1999,Poland,Tajikistan,4,0,4
1999,Poland,Uzbekistan,1,0,1
1999,Poland,Stateless,14,0,14
1999,Poland,Various/Unknown,3,0,3
1999,Portugal,Afghanistan,1,0,1
1999,Portugal,Angola,30,0,30
1999,Portugal,Albania,1,0,1
1999,Portugal,Argentina,2,0,2
1999,Portugal,Armenia,5,0,5
1999,Portugal,Bosnia and Herzegovina,3,0,3
1999,Portugal,China,2,0,2
1999,Portugal,Dem. Rep. of the Congo,12,0,12
1999,Portugal,Comoros,2,0,2
1999,Portugal,Cuba,1,0,1
1999,Portugal,Algeria,2,0,2
1999,Portugal,Ethiopia,1,0,1
1999,Portugal,Gabon,1,0,1
1999,Portugal,Ghana,3,0,3
1999,Portugal,Guinea,2,0,2
1999,Portugal,Guinea-Bissau,7,19,26
1999,Portugal,Croatia,6,0,6
1999,Portugal,Iran (Islamic Rep. of),3,0,3
1999,Portugal,Iraq,5,0,5
1999,Portugal,Israel,1,0,1
1999,Portugal,Liberia,71,0,71
1999,Portugal,Sri Lanka,18,0,18
1999,Portugal,Mozambique,15,0,15
1999,Portugal,Mauritania,1,0,1
1999,Portugal,Nigeria,9,0,9
1999,Portugal,Pakistan,1,0,1
1999,Portugal,Romania,2,0,2
1999,Portugal,Russian Federation,1,0,1
1999,Portugal,Rwanda,9,0,9
1999,Portugal,Sudan,4,0,4
1999,Portugal,Sierra Leone,65,0,65
1999,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),1,1016,1017
1999,Portugal,Various/Unknown,92,0,92
1999,Paraguay,Cuba,3,0,3
1999,Paraguay,Germany,1,0,1
1999,Paraguay,Russian Federation,7,0,7
1999,Paraguay,Viet Nam,8,0,8
1999,Qatar,Iraq,6,0,6
1999,Romania,Afghanistan,222,0,222
1999,Romania,Angola,1,0,1
1999,Romania,Albania,7,0,7
1999,Romania,Armenia,1,0,1
1999,Romania,Azerbaijan,4,0,4
1999,Romania,Bosnia and Herzegovina,3,0,3
1999,Romania,Cameroon,3,0,3
1999,Romania,Dem. Rep. of the Congo,29,0,29
1999,Romania,Congo,24,0,24
1999,Romania,Cuba,1,0,1
1999,Romania,Algeria,2,0,2
1999,Romania,Egypt,1,0,1
1999,Romania,Ethiopia,2,0,2
1999,Romania,Ghana,1,0,1
1999,Romania,Iran (Islamic Rep. of),120,0,120
1999,Romania,Iraq,328,0,328
1999,Romania,Jordan,1,0,1
1999,Romania,Liberia,1,0,1
1999,Romania,Libya,1,0,1
1999,Romania,Sri Lanka,1,0,1
1999,Romania,Morocco,1,0,1
1999,Romania,Mali,1,0,1
1999,Romania,Niger,4,0,4
1999,Romania,Pakistan,4,0,4
1999,Romania,Palestinian,21,0,21
1999,Romania,Rwanda,14,0,14
1999,Romania,Sudan,10,0,10
1999,Romania,Sierra Leone,7,0,7
1999,Romania,Somalia,361,0,361
1999,Romania,Serbia and Kosovo (S/RES/1244 (1999)),12,368,380
1999,Romania,Syrian Arab Rep.,14,0,14
1999,Romania,Turkey,40,0,40
1999,Russian Federation,Afghanistan,513,0,100513
1999,Russian Federation,Angola,0,2,2
1999,Russian Federation,Armenia,498,0,498
1999,Russian Federation,Azerbaijan,12881,0,12881
1999,Russian Federation,Belarus,179,0,179
1999,Russian Federation,Dem. Rep. of the Congo,0,4,4
1999,Russian Federation,Cyprus,0,1,1
1999,Russian Federation,Estonia,231,0,231
1999,Russian Federation,Ethiopia,4,0,4
1999,Russian Federation,Georgia,27993,269,28262
1999,Russian Federation,Kazakhstan,7668,0,7668
1999,Russian Federation,Kyrgyzstan,3749,0,3749
1999,Russian Federation,Lithuania,110,0,110
1999,Russian Federation,Latvia,514,0,514
1999,Russian Federation,Rep. of Moldova,979,0,979
1999,Russian Federation,Russian Federation,0,0,1252019
1999,Russian Federation,Somalia,150,0,150
1999,Russian Federation,Tajikistan,12299,0,12299
1999,Russian Federation,Turkmenistan,901,0,901
1999,Russian Federation,Ukraine,389,0,389
1999,Russian Federation,Uzbekistan,10985,0,10985
1999,Russian Federation,Stateless,0,0,21179
1999,Russian Federation,Various/Unknown,17,0,17
1999,Rwanda,Angola,14,0,14
1999,Rwanda,Burundi,1371,95,1466
1999,Rwanda,Dem. Rep. of the Congo,32951,12000,44951
1999,Rwanda,Congo,4,0,4
1999,Rwanda,Ethiopia,2,0,2
1999,Rwanda,Rwanda,0,0,625000
1999,Rwanda,Sudan,4,0,4
1999,Rwanda,Somalia,10,0,10
1999,Rwanda,Chad,7,0,7
1999,Rwanda,Uganda,2,0,2
1999,Saudi Arabia,Afghanistan,161,0,161
1999,Saudi Arabia,Iraq,5399,102,5501
1999,Saudi Arabia,Sudan,1,0,1
1999,Saudi Arabia,Somalia,1,0,1
1999,Sudan,Dem. Rep. of the Congo,318,209,527
1999,Sudan,Eritrea,342129,1219,343348
1999,Sudan,Ethiopia,35396,0,35396
1999,Sudan,Somalia,43,0,43
1999,Sudan,Chad,4400,0,4400
1999,Sudan,Various/Unknown,8709,156,8865
1999,Senegal,Angola,4,0,4
1999,Senegal,Burundi,82,0,82
1999,Senegal,Cameroon,7,0,7
1999,Senegal,Dem. Rep. of the Congo,15,0,15
1999,Senegal,Congo,17,1,18
1999,Senegal,Algeria,9,0,9
1999,Senegal,Ethiopia,1,0,1
1999,Senegal,Ghana,2,0,2
1999,Senegal,Gambia,14,0,14
1999,Senegal,Guinea-Bissau,526,4164,4690
1999,Senegal,Liberia,231,4,235
1999,Senegal,Mauritania,19999,0,19999
1999,Senegal,Niger,0,14,14
1999,Senegal,Nigeria,8,0,8
1999,Senegal,Rwanda,332,0,332
1999,Senegal,Sierra Leone,255,2,257
1999,Senegal,Somalia,7,0,7
1999,Senegal,Chad,30,2,32
1999,Singapore,Indonesia,0,3,3
1999,Singapore,Sri Lanka,1,0,1
1999,Sierra Leone,Equatorial Guinea,1,0,1
1999,Sierra Leone,Liberia,6566,1129,7695
1999,Sierra Leone,Sudan,1,0,1
1999,Sierra Leone,Sierra Leone,0,0,500000
1999,Sierra Leone,Chad,1,0,1
1999,Sierra Leone,Viet Nam,1,0,1
1999,El Salvador,Bosnia and Herzegovina,1,0,1
1999,El Salvador,Iran (Islamic Rep. of),2,0,2
1999,El Salvador,Nicaragua,21,0,21
1999,Somalia,Ethiopia,130,207,337
1999,Serbia and Kosovo (S/RES/1244 (1999)),Albania,5,0,5
1999,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,198213,3700,201913
1999,Serbia and Kosovo (S/RES/1244 (1999)),Cyprus,0,386,386
1999,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,298534,9500,308034
1999,Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),3,0,3
1999,Serbia and Kosovo (S/RES/1244 (1999)),Iraq,16,0,16
1999,Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,1322,0,1322
1999,Serbia and Kosovo (S/RES/1244 (1999)),Serbia and Kosovo (S/RES/1244 (1999)),0,0,293836
1999,Serbia and Kosovo (S/RES/1244 (1999)),Slovenia,3168,0,3168
1999,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,1,0,1
1999,Slovakia,Afghanistan,180,0,180
1999,Slovakia,Angola,20,0,20
1999,Slovakia,Armenia,33,0,33
1999,Slovakia,Burundi,2,0,2
1999,Slovakia,Bulgaria,8,0,8
1999,Slovakia,Bosnia and Herzegovina,37,0,37
1999,Slovakia,Algeria,2,0,2
1999,Slovakia,Ethiopia,1,0,1
1999,Slovakia,India,1,0,1
1999,Slovakia,Iraq,40,0,40
1999,Slovakia,Pakistan,1,0,1
1999,Slovakia,Romania,34,0,34
1999,Slovakia,Russian Federation,13,0,13
1999,Slovakia,Somalia,13,0,13
1999,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),28,93,121
1999,Slovakia,Viet Nam,12,0,12
1999,Slovakia,Various/Unknown,18,0,18
1999,Slovenia,Bosnia and Herzegovina,3122,150,3272
1999,Slovenia,Dem. Rep. of the Congo,1,0,1
1999,Slovenia,Croatia,1,0,1
1999,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),1258,2843,4101
1999,Slovenia,Stateless,0,0,11334
1999,Sweden,Afghanistan,1451,0,1451
1999,Sweden,Angola,123,0,123
1999,Sweden,Albania,47,0,47
1999,Sweden,Andorra,1,0,1
1999,Sweden,Argentina,48,0,48
1999,Sweden,Armenia,99,0,99
1999,Sweden,Azerbaijan,30,0,30
1999,Sweden,Burundi,31,0,31
1999,Sweden,Benin,2,0,2
1999,Sweden,Burkina Faso,6,0,6
1999,Sweden,Bangladesh,597,0,597
1999,Sweden,Bulgaria,914,0,914
1999,Sweden,Bahrain,15,0,15
1999,Sweden,Bosnia and Herzegovina,52472,82,52554
1999,Sweden,Belarus,29,0,29
1999,Sweden,Bolivia (Plurinational State of),43,0,43
1999,Sweden,Brazil,7,0,7
1999,Sweden,Barbados,1,0,1
1999,Sweden,Bhutan,4,0,4
1999,Sweden,Canada,4,0,4
1999,Sweden,Chile,604,0,604
1999,Sweden,China,453,0,453
1999,Sweden,Côte d'Ivoire,34,0,34
1999,Sweden,Cameroon,9,0,9
1999,Sweden,Dem. Rep. of the Congo,240,0,240
1999,Sweden,Congo,8,0,8
1999,Sweden,Colombia,711,0,711
1999,Sweden,Costa Rica,5,0,5
1999,Sweden,Cuba,586,0,586
1999,Sweden,Czech Rep.,81,0,81
1999,Sweden,Germany,8,0,8
1999,Sweden,Djibouti,9,0,9
1999,Sweden,Dominican Rep.,4,0,4
1999,Sweden,Algeria,112,0,112
1999,Sweden,Ecuador,51,0,51
1999,Sweden,Egypt,208,0,208
1999,Sweden,Eritrea,124,0,124
1999,Sweden,Estonia,124,0,124
1999,Sweden,Ethiopia,3298,0,3298
1999,Sweden,Gabon,17,0,17
1999,Sweden,United Kingdom,2,0,2
1999,Sweden,Georgia,33,0,33
1999,Sweden,Ghana,59,0,59
1999,Sweden,Guinea,7,0,7
1999,Sweden,Gambia,19,0,19
1999,Sweden,Greece,1,0,1
1999,Sweden,Guatemala,76,0,76
1999,Sweden,"China, Hong Kong SAR",2,0,2
1999,Sweden,Honduras,10,0,10
1999,Sweden,Croatia,2833,0,2833
1999,Sweden,Haiti,5,0,5
1999,Sweden,Hungary,202,0,202
1999,Sweden,Indonesia,4,0,4
1999,Sweden,India,109,0,109
1999,Sweden,Iran (Islamic Rep. of),10360,0,10360
1999,Sweden,Iraq,23585,0,23585
1999,Sweden,Israel,35,0,35
1999,Sweden,Italy,7,0,7
1999,Sweden,Jordan,150,0,150
1999,Sweden,Kazakhstan,3,0,3
1999,Sweden,Kenya,69,0,69
1999,Sweden,Cambodia,10,0,10
1999,Sweden,Rep. of Korea,5,0,5
1999,Sweden,Kuwait,49,0,49
1999,Sweden,Lao People's Dem. Rep.,212,0,212
1999,Sweden,Lebanon,3192,0,3192
1999,Sweden,Liberia,48,0,48
1999,Sweden,Libya,30,0,30
1999,Sweden,Sri Lanka,466,0,466
1999,Sweden,Lithuania,14,0,14
1999,Sweden,Latvia,15,0,15
1999,Sweden,Morocco,65,0,65
1999,Sweden,Rep. of Moldova,5,0,5
1999,Sweden,Madagascar,1,0,1
1999,Sweden,The former Yugoslav Republic of Macedonia,242,0,242
1999,Sweden,Mali,8,0,8
1999,Sweden,Myanmar,42,0,42
1999,Sweden,Mongolia,1,0,1
1999,Sweden,Mauritania,6,0,6
1999,Sweden,Malawi,5,0,5
1999,Sweden,Malaysia,6,0,6
1999,Sweden,Niger,2,0,2
1999,Sweden,Nigeria,35,0,35
1999,Sweden,Nicaragua,20,0,20
1999,Sweden,Pakistan,92,0,92
1999,Sweden,Panama,32,0,32
1999,Sweden,Peru,1492,0,1492
1999,Sweden,Philippines,12,0,12
1999,Sweden,Poland,245,0,245
1999,Sweden,Paraguay,5,0,5
1999,Sweden,Romania,1028,0,1028
1999,Sweden,Russian Federation,1455,0,1455
1999,Sweden,Rwanda,66,0,66
1999,Sweden,Saudi Arabia,5,0,5
1999,Sweden,Sudan,147,0,147
1999,Sweden,Senegal,11,0,11
1999,Sweden,Sierra Leone,7,0,7
1999,Sweden,El Salvador,911,0,911
1999,Sweden,Somalia,7670,0,7670
1999,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),26333,1556,27889
1999,Sweden,Sao Tome and Principe,1,0,1
1999,Sweden,Slovenia,20,0,20
1999,Sweden,Syrian Arab Rep.,2419,0,2419
1999,Sweden,Chad,15,0,15
1999,Sweden,Togo,63,0,63
1999,Sweden,Thailand,54,0,54
1999,Sweden,Tajikistan,29,0,29
1999,Sweden,Turkmenistan,49,0,49
1999,Sweden,Trinidad and Tobago,1,0,1
1999,Sweden,Tunisia,152,0,152
1999,Sweden,Turkey,2301,0,2301
1999,Sweden,United Rep. of Tanzania,20,0,20
1999,Sweden,Uganda,596,0,596
1999,Sweden,Ukraine,179,0,179
1999,Sweden,Uruguay,15,0,15
1999,Sweden,United States of America,14,0,14
1999,Sweden,Uzbekistan,40,0,40
1999,Sweden,Venezuela (Bolivarian Republic of),7,0,7
1999,Sweden,Viet Nam,2410,0,2410
1999,Sweden,Stateless,2189,0,2189
1999,Sweden,Various/Unknown,4719,0,4719
1999,Sweden,Yemen,22,0,22
1999,Sweden,South Africa,27,0,27
1999,Swaziland,Angola,94,0,94
1999,Swaziland,Burundi,113,0,113
1999,Swaziland,Dem. Rep. of the Congo,135,0,135
1999,Swaziland,Congo,31,0,31
1999,Swaziland,Ethiopia,29,0,29
1999,Swaziland,Guinea,1,0,1
1999,Swaziland,Kenya,1,0,1
1999,Swaziland,Liberia,6,0,6
1999,Swaziland,Sri Lanka,9,0,9
1999,Swaziland,Mozambique,1,0,1
1999,Swaziland,Nigeria,4,0,4
1999,Swaziland,Russian Federation,4,0,4
1999,Swaziland,Rwanda,71,0,71
1999,Swaziland,Sierra Leone,2,0,2
1999,Swaziland,Somalia,72,0,72
1999,Swaziland,Uganda,43,0,43
1999,Syrian Arab Rep.,Afghanistan,127,0,127
1999,Syrian Arab Rep.,Albania,1,0,1
1999,Syrian Arab Rep.,Burundi,2,0,2
1999,Syrian Arab Rep.,Bahrain,34,0,34
1999,Syrian Arab Rep.,Bosnia and Herzegovina,55,0,55
1999,Syrian Arab Rep.,Algeria,74,0,74
1999,Syrian Arab Rep.,Egypt,6,0,6
1999,Syrian Arab Rep.,Eritrea,47,0,47
1999,Syrian Arab Rep.,Ethiopia,1,0,1
1999,Syrian Arab Rep.,Georgia,1,0,1
1999,Syrian Arab Rep.,Croatia,1,0,1
1999,Syrian Arab Rep.,Iran (Islamic Rep. of),83,0,83
1999,Syrian Arab Rep.,Iraq,3387,0,5508
1999,Syrian Arab Rep.,Jordan,11,0,11
1999,Syrian Arab Rep.,Lebanon,6,0,6
1999,Syrian Arab Rep.,Liberia,1,0,1
1999,Syrian Arab Rep.,Libya,6,0,6
1999,Syrian Arab Rep.,Saudi Arabia,1,0,1
1999,Syrian Arab Rep.,Sudan,99,0,99
1999,Syrian Arab Rep.,Sierra Leone,2,0,2
1999,Syrian Arab Rep.,Somalia,1693,0,1693
1999,Syrian Arab Rep.,Serbia and Kosovo (S/RES/1244 (1999)),5,0,5
1999,Syrian Arab Rep.,Tunisia,23,0,23
1999,Syrian Arab Rep.,Turkey,13,0,13
1999,Syrian Arab Rep.,Various/Unknown,67,0,67
1999,Syrian Arab Rep.,Yemen,728,0,728
1999,Chad,Burundi,4,0,4
1999,Chad,Central African Rep.,6,0,6
1999,Chad,Dem. Rep. of the Congo,96,1,97
1999,Chad,Congo,13,0,13
1999,Chad,Guinea,1,0,1
1999,Chad,Iran (Islamic Rep. of),5,0,5
1999,Chad,Liberia,11,0,11
1999,Chad,Nigeria,4,0,4
1999,Chad,Rwanda,16,0,16
1999,Chad,Sudan,23310,1,23311
1999,Chad,Sierra Leone,1,0,1
1999,Chad,Somalia,10,0,10
1999,Chad,Togo,1,0,1
1999,Togo,Burundi,56,1,57
1999,Togo,Ghana,11208,0,11208
1999,Togo,Nigeria,44,0,44
1999,Togo,Rwanda,671,0,671
1999,Togo,Various/Unknown,134,0,134
1999,Thailand,Afghanistan,22,0,22
1999,Thailand,China,34,0,34
1999,Thailand,Iran (Islamic Rep. of),11,0,11
1999,Thailand,Iraq,27,0,27
1999,Thailand,Cambodia,109,36164,36273
1999,Thailand,Lao People's Dem. Rep.,117,1185,1302
1999,Thailand,Sri Lanka,57,0,57
1999,Thailand,Myanmar,99716,0,99716
1999,Thailand,Dem. People's Rep. of Korea,4,0,4
1999,Thailand,Somalia,1,0,1
1999,Thailand,Viet Nam,6,0,44
1999,Thailand,Various/Unknown,29,0,29
1999,Tajikistan,Afghanistan,4531,0,4531
1999,Tajikistan,Iran (Islamic Rep. of),5,0,5
1999,Tajikistan,Iraq,1,0,1
1999,Tajikistan,Russian Federation,4,0,4
1999,Turkmenistan,Afghanistan,1442,38,1480
1999,Turkmenistan,Azerbaijan,17,38,55
1999,Turkmenistan,Iran (Islamic Rep. of),1,0,1
1999,Turkmenistan,Iraq,2,0,2
1999,Turkmenistan,Tajikistan,17002,2261,19263
1999,Tunisia,Burundi,7,0,7
1999,Tunisia,Bulgaria,1,0,1
1999,Tunisia,Bosnia and Herzegovina,2,3,5
1999,Tunisia,Algeria,63,0,63
1999,Tunisia,Spain,2,0,2
1999,Tunisia,Iran (Islamic Rep. of),6,0,6
1999,Tunisia,Iraq,21,0,21
1999,Tunisia,Liberia,2,0,2
1999,Tunisia,Poland,2,0,2
1999,Tunisia,Palestinian,299,0,299
1999,Tunisia,Russian Federation,3,0,3
1999,Tunisia,Rwanda,1,0,1
1999,Tunisia,Somalia,38,0,38
1999,Tunisia,Serbia and Kosovo (S/RES/1244 (1999)),1,0,1
